,TOK,SHOT,GROUP,CONFIG,IP,BT,NEL,RGEO,AMIN,KAREA,EPSILON,DELTA,DELTAU,DELTAL,MEFF,POHM,PNBI,PECRH,PICRH,PLTH,PRAD,TAUTH,TAU98Y2,HIPB98Y2,TAU20,H20,IPN,qCYL,GWF,HIGHZ,COAT,PFIN,PRFN,PLH,SELDB5,STD3,DB2P8,AUXHEAT,PHASE,HYBRID,ITB,ITBTYPE,ELMTYPE
5,ASDEX,5980,LEGACY,DN,0.2959,2.205,3.7889999999999997,1.694,0.4101,0.9748,0.24208972845336485,0.0,0.0,0.0,1.5,0.06866,2.5989999999999998,0.0,0.0,1.8699999999999999,0.0,0.051,0.03002713853294413,1.132,0.027570470312448605,1.849805223560967,0.32722509470341005,3.6059133470529754,0.6765642588285118,0,0,1.480575219153103,0.0,1.755398824982794,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
6,ASDEX,5980,LEGACY,DN,0.29519999999999996,2.205,3.734,1.684,0.4113,0.9724,0.24423990498812354,0.0,0.0,0.0,1.5,0.022959999999999998,2.598,0.0,0.0,2.024,0.0,0.04902,0.027961855306061562,1.169,0.025761762964230765,1.902820085258234,0.32549854369172904,3.6482326605335014,0.6722413956398283,0,0,1.5016315125581778,0.0,1.730118193626644,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
11,ASDEX,5982,LEGACY,DN,0.2971,2.205,3.4099999999999997,1.693,0.4043,0.9895,0.238806851742469,0.0,0.0,0.0,1.5,0.0,2.59,0.0,0.0,1.132,0.0,0.06375,0.040919030513105414,1.039,0.03801237168213095,1.6770855692218731,0.33326546877304797,3.5452124798457847,0.5893985764074395,0,0,1.6255641126793003,0.0,1.5932930481167484,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
12,ASDEX,5982,LEGACY,DN,0.2959,2.205,3.775,1.693,0.4103,0.9744,0.2423508564678086,0.0,0.0,0.0,1.5,0.03163,2.5989999999999998,0.0,0.0,1.376,0.0,0.06991,0.037017417772483074,1.259,0.03379874782313978,2.06841982329704,0.32706558941717884,3.610081313705901,0.6747220410636152,0,0,1.4850382909027648,0.0,1.7501232230315422,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
13,ASDEX,5982,LEGACY,DN,0.29419999999999996,2.204,3.847,1.685,0.4127,0.9691,0.24492581602373886,0.0,0.0,0.0,1.5,0.03703,2.6,0.0,0.0,2.033,0.0,0.05151,0.02813246214897745,1.221,0.02576265260556914,1.9994059147801042,0.32344214563295925,3.669243657843491,0.6996781768536421,0,0,1.4629441336590046,0.0,1.7772380641064385,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
18,ASDEX,5996,LEGACY,DN,0.2969,2.202,3.363,1.687,0.4023,0.9942,0.23847065797273265,0.0,0.0,0.0,1.5,0.03841,2.588,0.0,0.0,1.3299999999999998,0.0,0.04856,0.03622451959622561,0.8938,0.033880811493095846,1.4332596493414995,0.33515279874599346,3.537006539160297,0.5759258972172903,0,0,1.657602274498428,0.0,1.5612912939463117,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
19,ASDEX,5996,LEGACY,DN,0.2963,2.204,3.4179999999999997,1.685,0.4056,0.9863,0.24071216617210683,0.0,0.0,0.0,1.5,0.007051,2.59,0.0,0.0,1.6709999999999998,0.0,0.04612,0.031001045866101373,0.9918,0.028988526536754253,1.5909742753404499,0.33145312270678734,3.5814176007261866,0.5961920385648224,0,0,1.625766114515309,0.0,1.593095081067155,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
20,ASDEX,5996,LEGACY,DN,0.2949,2.204,3.445,1.682,0.4064,0.984,0.24161712247324613,0.0,0.0,0.0,1.5,0.01702,2.5909999999999997,0.0,0.0,2.032,0.0,0.04053,0.02696997907784447,1.002,0.025266884965432924,1.60407585087945,0.3292376423682067,3.6106328365664577,0.606138297681472,0,0,1.6161923458943697,0.0,1.6031507676558079,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
25,ASDEX,6002,LEGACY,DN,0.2969,2.205,3.378,1.689,0.4023,0.9941,0.23818827708703375,0.0,0.0,0.0,1.5,0.04001,2.589,0.0,0.0,1.5719999999999998,0.0,0.04232,0.032394428141464676,0.871,0.030378757803783143,1.3930786858812834,0.33469680854361794,3.537275531286736,0.5784947013975636,0,0,1.6487911421061803,0.0,1.5702413325030293,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
26,ASDEX,6002,LEGACY,DN,0.2973,2.204,3.541,1.692,0.4054,0.9863,0.2395981087470449,0.0,0.0,0.0,1.5,0.0,2.593,0.0,0.0,1.349,0.0,0.05832,0.036775294538165096,1.321,0.03404120486777091,1.7132178554354123,0.332735833936951,3.55109955938784,0.6149621394347975,0,0,1.5774750117232132,0.0,1.6437661330479272,1,1.0,0.0,NB,H,UNKNOWN,UNKNOWN,,NONE
27,ASDEX,6002,LEGACY,DN,0.2969,2.204,3.558,1.689,0.4073,0.9818,0.24114860864416815,0.0,0.0,0.0,1.5,0.009616,2.594,0.0,0.0,2.029,0.0,0.04232,0.02767618557444631,1.019,0.02577709125649678,1.641767861970609,0.33073807727663423,3.5792628704316822,0.6245603921151184,0,0,1.5678127075106536,0.0,1.6545343634308902,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
33,ASDEX,6009,LEGACY,DN,0.2975,2.205,3.634,1.697,0.4036,0.9906,0.23783146729522686,0.0,0.0,0.0,1.5,0.03798,2.596,0.0,0.0,1.64,0.0,0.04529,0.03266431190599014,0.9244,0.03025360383865698,1.497011735908634,0.33429295074488335,3.5237932923456623,0.6251009238139631,0,0,1.5492119078350315,0.0,1.6756907088506812,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
34,ASDEX,6009,LEGACY,DN,0.2959,2.205,3.499,1.686,0.4047,0.9878,0.24003558718861212,0.0,0.0,0.0,1.5,0.051879999999999996,2.592,0.0,0.0,2.08,0.0,0.0364,0.026898879848199168,0.9022,0.025174933049941364,1.4458826932246711,0.33159133021464904,3.5752918037908956,0.608436499140522,0,0,1.599446650076437,0.0,1.6205604606293866,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
39,ASDEX,6011,LEGACY,DN,0.2969,2.205,3.269,1.691,0.4013,0.9964,0.2373151981076286,0.0,0.0,0.0,1.5,0.02811,2.585,0.0,0.0,1.501,0.0,0.04006,0.033063581506043875,0.8078,0.0311690101337763,1.2852509536897028,0.3355308399628644,3.523683000653709,0.5570483794704493,0,0,1.6911160457449723,0.0,1.52857635435731,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
40,ASDEX,6011,LEGACY,DN,0.2966,2.205,3.713,1.697,0.4081,0.9801,0.24048320565704184,0.0,0.0,0.0,1.5,0.0,2.597,0.0,0.0,1.4349999999999998,0.0,0.06155,0.03596473106368833,1.141,0.03300402253544545,1.8649241901921778,0.32960664458546624,3.575437475796257,0.654993310869407,0,0,1.5075757262244887,0.0,1.7226332016527097,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
41,ASDEX,6011,LEGACY,DN,0.29519999999999996,2.205,3.767,1.686,0.4116,0.9711,0.24412811387900357,0.0,0.0,0.0,1.5,0.013439999999999999,2.598,0.0,0.0,2.011,0.0,0.0491,0.028216987586706002,1.16,0.025948648115851857,1.892198768151052,0.32526129985521895,3.644343970423575,0.6791721545672846,0,0,1.4885070247700964,0.0,1.745373019251466,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
47,ASDEX,6023,LEGACY,DN,0.2973,2.205,3.589,1.694,0.4048,0.9879,0.23896103896103896,0.0,0.0,0.0,1.5,0.02154,2.594,0.0,0.0,1.422,0.0,0.05435,0.0357338541947489,1.267,0.03304857364248126,1.6445490382718813,0.33307789518969644,3.5437597901109994,0.621454632163726,0,0,1.561418063145873,0.0,1.6613103570569234,1,1.0,0.0,NB,H,UNKNOWN,UNKNOWN,,NONE
48,ASDEX,6023,LEGACY,DN,0.2958,2.205,3.56,1.685,0.4064,0.9841,0.24118694362017803,0.0,0.0,0.0,1.5,0.026619999999999998,2.594,0.0,0.0,2.052,0.0,0.04,0.027300020898453316,0.9769,0.025442069830693474,1.572199127908365,0.33009266698805506,3.595233929040995,0.6244664342803184,0,0,1.5736845475877224,0.0,1.6483608509572671,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
53,ASDEX,6053,LEGACY,DN,0.29769999999999996,2.204,3.864,1.697,0.4034,0.9914,0.23771361225692397,0.0,0.0,0.0,1.5,0.006182,2.59,0.0,0.0,1.3239999999999998,0.0,0.05714,0.03886251929943111,0.9803,0.03547332415567831,1.6107878627115764,0.33483538741027935,3.519181126795672,0.6635596104904236,0,0,1.474435758583594,0.0,1.7566041686943787,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
54,ASDEX,6053,LEGACY,DN,0.2958,2.203,4.639,1.694,0.4094,0.9767,0.24167650531286894,0.0,0.0,0.0,1.5,0.04371,2.6,0.0,0.0,1.708,0.0,0.0618,0.0347328642613753,1.186,0.03076758589753915,2.0086073767959443,0.327971294639521,3.598568633857435,0.8257940553767635,0,0,1.267323686468612,0.0,2.0515674312415646,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
55,ASDEX,6053,LEGACY,DN,0.2948,2.204,5.08,1.687,0.4112,0.9724,0.24374629519857735,0.0,0.0,0.0,1.5,0.03635,2.6029999999999998,0.0,0.0,2.021,0.0,0.05512,0.03178770266538183,1.156,0.02778987039244526,1.9834565336794265,0.32528406081620254,3.643260245466208,0.9153608164028592,0,0,1.1812323709590968,0.0,2.2036307707064484,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
60,ASDEX,6066,LEGACY,DN,0.2983,2.202,3.564,1.696,0.4009,0.9978,0.23637971698113208,0.0,0.0,0.0,1.5,0.033569999999999996,2.584,0.0,0.0,1.426,0.0,0.04645,0.03580243220436731,0.8649,0.03323499794532321,1.3976230742188562,0.3379090959963153,3.489987165162691,0.6032626356469674,0,0,1.5785526271725612,0.0,1.6369425735449536,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
62,ASDEX,6066,LEGACY,DN,0.2946,2.201,4.095,1.688,0.4122,0.9696,0.24419431279620854,0.0,0.0,0.0,1.5,0.021599999999999998,2.594,0.0,0.0,2.01,0.0,0.05323,0.029183978345637875,1.216,0.026442748841045388,2.0130282339396754,0.3247167656358397,3.645805063738768,0.7419711366702754,0,0,1.3906083018144133,0.0,1.865370713388843,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
67,ASDEX,6069,LEGACY,DN,0.2961,2.202,4.663,1.696,0.408,0.9799,0.24056603773584906,0.0,0.0,0.0,1.5,0.013049999999999999,2.6,0.0,0.0,1.444,0.0,0.06682,0.03920234280519124,1.136,0.03460898530735887,1.93071248424588,0.32958006090719666,3.5762275746974823,0.8235637205838162,0,0,1.2653926942500615,0.0,2.0546981279522063,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
68,ASDEX,6069,LEGACY,DN,0.2946,2.202,4.721,1.693,0.4097,0.9755,0.24199645599527467,0.0,0.0,0.0,1.5,0.04661,2.601,0.0,0.0,1.7149999999999999,0.0,0.05937,0.03470364573167873,1.141,0.03064019920152923,1.9376505880234904,0.3265498314377703,3.6145715002210497,0.8450512695131362,0,0,1.2508416318714835,0.0,2.0793999285972258,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
69,ASDEX,6069,LEGACY,DN,0.2954,2.202,4.719,1.69,0.4106,0.9731,0.2429585798816568,0.0,0.0,0.0,1.5,0.0608,2.601,0.0,0.0,2.057,0.0,0.05083,0.030588147388375186,1.108,0.027097034108104986,1.8758510542966123,0.3267188797501983,3.618140988111918,0.8461108206234054,0,0,1.2507984387065914,0.0,2.079471735421741,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
74,ASDEX,6084,LEGACY,DN,0.2963,2.204,3.155,1.697,0.407,0.9824,0.23983500294637594,0.0,0.0,0.0,1.5,0.0,2.572,0.0,0.0,1.3439999999999999,0.0,0.05646,0.03517122597929763,1.07,0.03315782680458578,1.7027653933035047,0.330312989115167,3.566525002932454,0.55412328891395,0,0,1.700906835545343,0.0,1.5121345544921443,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
75,ASDEX,6084,LEGACY,DN,0.2955,2.202,3.326,1.697,0.41,0.9755,0.24160282852091924,0.0,0.0,0.0,1.5,0.015979999999999998,2.577,0.0,0.0,1.504,0.0,0.05996,0.03312771626673518,1.207,0.030959150044646652,1.9367456765941826,0.32730776899049646,3.6003355488485203,0.5944048519721304,0,0,1.6247739859174255,0.0,1.5860667528751096,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
76,ASDEX,6084,LEGACY,DN,0.29469999999999996,2.202,3.279,1.69,0.4111,0.9727,0.2432544378698225,0.0,0.0,0.0,1.5,0.047099999999999996,2.576,0.0,0.0,2.015,0.0,0.0462,0.026675930954409937,1.155,0.025119488270741733,1.8392094417708373,0.3255482344945916,3.634078865199733,0.5907532330151533,0,0,1.6448201320036304,0.0,1.5661286908387102,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
81,ASDEX,6090,LEGACY,DN,0.2975,2.202,3.518,1.693,0.4005,0.9981,0.23656231541642056,0.0,0.0,0.0,1.5,0.03836,2.5429999999999997,0.0,0.0,1.3299999999999998,0.0,0.04987,0.037169026900901084,0.8945,0.034537043049131286,1.4439568531983626,0.3373394519339472,3.499632872222747,0.5958868185094096,0,0,1.5736800463494807,0.0,1.615957453294959,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
82,ASDEX,6090,LEGACY,DN,0.2974,2.202,3.758,1.698,0.4081,0.9795,0.24034157832744407,0.0,0.0,0.0,1.5,0.0,2.549,0.0,0.0,1.259,0.0,0.07189,0.039662432390936586,1.208,0.036228268335558915,1.9843620273022609,0.33094593785560833,3.556692333151447,0.6611482820973519,0,0,1.4665144872033067,0.0,1.7381348921148607,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
83,ASDEX,6090,LEGACY,DN,0.2954,2.202,3.935,1.692,0.4124,0.9691,0.2437352245862884,0.0,0.0,0.0,1.5,0.04759,2.552,0.0,0.0,2.003,0.0,0.05236,0.028946383928169016,1.206,0.026403263205603208,1.9830882111908175,0.3252928516620549,3.6306332115770417,0.7117400944697322,0,0,1.4069079173604693,0.0,1.8139069149513802,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
88,ASDEX,6091,LEGACY,DN,0.2961,2.201,3.56,1.689,0.4006,0.9982,0.23718176435760804,0.0,0.0,0.0,1.5,0.03583,2.247,0.0,0.0,1.3559999999999999,0.0,0.0509,0.036578589568472646,0.9277,0.0339244944255504,1.5003908197277191,0.335820667000408,3.5250188634381563,0.6061545272800898,0,0,1.3810725193038982,0.0,1.6269963876571485,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
90,ASDEX,6091,LEGACY,DN,0.29519999999999996,2.201,4.024,1.689,0.4089,0.9777,0.24209591474245115,0.0,0.0,0.0,1.5,0.06315,2.255,0.0,0.0,1.772,0.0,0.05678,0.03175178826947634,1.192,0.028842877380473038,1.9685969347302608,0.32800404538322636,3.6081441551604536,0.7160209223319095,0,0,1.2344338162359532,0.0,1.8267484010410266,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
95,ASDEX,6208,LEGACY,DN,0.2355,2.204,3.295,1.691,0.4117,0.9709,0.24346540508574807,0.0,0.0,0.0,1.5,0.061989999999999996,2.4179999999999997,0.0,0.0,1.2389999999999999,0.0,0.04114,0.030359952630358275,0.9034,0.027963884546885778,1.4711833018414315,0.25953650637192427,4.55389812212028,0.7450340372390215,0,0,1.533899344516432,0.0,1.5763746223923736,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
96,ASDEX,6208,LEGACY,DN,0.23609999999999998,2.204,3.408,1.684,0.4172,0.9579,0.2477434679334917,0.0,0.0,0.0,1.5,0.011819999999999999,2.4219999999999997,0.0,0.0,1.47,0.0,0.04364,0.027187887285937577,1.07,0.02490771610442649,1.7520675045852352,0.25676752631404937,4.621173700198295,0.7892999425940826,0,0,1.4833551334519817,0.0,1.6327849921978266,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
97,ASDEX,6208,LEGACY,DN,0.236,2.202,3.404,1.675,0.4192,0.9532,0.2502686567164179,0.0,0.0,0.0,1.5,0.006227,2.4219999999999997,0.0,0.0,1.7979999999999998,0.0,0.03805,0.023436012420593948,1.082,0.021537282846350644,1.7667038257078622,0.2556662576006545,4.665380676763167,0.7962876298074172,0,0,1.4867932908669286,0.0,1.6290092340864446,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
102,ASDEX,6292,LEGACY,DN,0.3717,2.2,3.396,1.657,0.3934,1.016,0.23741701870850937,0.0,0.0,0.0,1.5,0.05971,2.392,0.0,0.0,1.141,0.0,0.06132,0.04878037095997048,0.8381,0.04620109674137397,1.327241219905647,0.4294726625687479,2.8082775928634676,0.44421549594334503,0,0,1.5831823411503052,0.0,1.5108809249742046,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
103,ASDEX,6292,LEGACY,DN,0.3711,2.2,3.929,1.662,0.3985,1.003,0.23977135980746092,0.0,0.0,0.0,1.5,0.03103,2.403,0.0,0.0,1.28,0.0,0.07684,0.0478414871187441,1.071,0.04415441148091213,1.7402564641410248,0.42329189004220363,2.8407191295692615,0.5281990291495551,0,0,1.3971694505583536,0.0,1.7199059133734167,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
104,ASDEX,6292,LEGACY,DN,0.3712,2.2,3.927,1.654,0.4008,0.9976,0.24232164449818622,0.0,0.0,0.0,1.5,0.057909999999999996,2.403,0.0,0.0,1.892,0.0,0.06196,0.03626020911766049,1.139,0.033688255031511384,1.8392166629599467,0.42097622935946283,2.871184353083435,0.5338979239735824,0,0,1.3966275818892049,0.0,1.7205732087500984,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
109,ASDEX,6293,LEGACY,DN,0.3721,2.199,3.654,1.658,0.3939,1.015,0.23757539203860073,0.0,0.0,0.0,1.5,0.1253,2.3979999999999997,0.0,0.0,1.259,0.0,0.05808,0.04704875703500122,0.8232,0.044082908675477706,1.3175174176360225,0.4295843583728717,2.806655063426161,0.47866393562850956,0,0,1.4965914060726353,0.0,1.6023077442979887,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
110,ASDEX,6293,LEGACY,DN,0.3704,2.201,3.999,1.658,0.398,1.004,0.2400482509047045,0.0,0.0,0.0,1.5,0.09162,2.404,0.0,0.0,1.3139999999999998,0.0,0.07204,0.04708980734433643,1.02,0.043366915387104556,1.6611741775256994,0.4228320155982091,2.8499313559233723,0.5372747651064393,0,0,1.3831143093198235,0.0,1.7381065207706652,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
111,ASDEX,6293,LEGACY,DN,0.36979999999999996,2.2,4.034,1.656,0.4007,0.9974,0.24196859903381643,0.0,0.0,0.0,1.5,0.08764,2.404,0.0,0.0,1.9269999999999998,0.0,0.05651,0.03612408023192127,1.043,0.03341526107826551,1.6911434529163725,0.4194931596978015,2.876560381225131,0.5502468241378302,0,0,1.366823058755862,0.0,1.758823122422458,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
117,ASDEX,6294,LEGACY,DN,0.3704,2.201,3.848,1.66,0.3995,1.0,0.24066265060240966,0.0,0.0,0.0,1.5,0.07414,2.401,0.0,0.0,1.375,0.0,0.07297,0.04495708685007277,1.082,0.0416715419450469,1.751075112512683,0.42124441103401056,2.856567877205366,0.5208918055512667,0,0,1.4166792048558654,0.0,1.6948085295317654,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
118,ASDEX,6294,LEGACY,DN,0.3699,2.2,3.919,1.655,0.4008,0.997,0.24217522658610272,0.0,0.0,0.0,1.5,0.04729,2.403,0.0,0.0,1.884,0.0,0.05776,0.036231059767665934,1.063,0.03366307004329379,1.715826866822169,0.41950190528034836,2.8778021966907037,0.5346828208040015,0,0,1.398011328033711,0.0,1.7188701921176817,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
123,ASDEX,6295,LEGACY,DN,0.3712,2.2,3.33,1.657,0.392,1.019,0.23657211828605915,0.0,0.0,0.0,1.5,0.12229999999999999,2.3899999999999997,0.0,0.0,1.3519999999999999,0.0,0.04631,0.042999237500181614,0.7178,0.04103394142455012,1.1285779136072285,0.4304267161410018,2.8003255780076173,0.43307017225907046,0,0,1.611916646978186,0.0,1.4827069405111388,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
125,ASDEX,6295,LEGACY,DN,0.3704,2.2,3.993,1.659,0.4008,0.9972,0.24159132007233272,0.0,0.0,0.0,1.5,0.0803,2.404,0.0,0.0,1.92,0.0,0.05607,0.0362085102174553,1.032,0.033547972721856466,1.6713379513233735,0.4200689530030847,2.8675633209003313,0.5440435058818593,0,0,1.3749597676715442,0.0,1.7484147947623998,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
130,ASDEX,6322,LEGACY,DN,0.3725,2.2,4.273,1.676,0.3935,1.016,0.23478520286396184,0.0,0.0,0.0,1.5,0.103,2.447,0.0,0.0,1.307,0.0,0.06065,0.049689055833411155,0.8137,0.04536912432481434,1.336812224229505,0.4302876285087212,2.771887341224713,0.5580151136521041,0,0,1.33760600091253,0.0,1.8293877257807074,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
131,ASDEX,6322,LEGACY,DN,0.3705,2.2,4.518,1.675,0.3981,1.004,0.23767164179104477,0.0,0.0,0.0,1.5,0.06779,2.4499999999999997,0.0,0.0,1.4649999999999999,0.0,0.07109,0.046597051083557564,1.017,0.042107535257887595,1.6882963955170804,0.42303212988970335,2.820380669671884,0.6071447473724106,0,0,1.2684210611526487,0.0,1.9315352567337678,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
132,ASDEX,6322,LEGACY,DN,0.3691,2.2,4.686,1.673,0.4015,0.996,0.23998804542737598,0.0,0.0,0.0,1.5,0.1025,2.451,0.0,0.0,1.9709999999999999,0.0,0.06233,0.038294415525562724,1.085,0.03451697104665435,1.8057783782868024,0.4178648250877391,2.860112635652902,0.6429529761981287,0,0,1.2245007825395957,0.0,2.0016320405419945,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
137,ASDEX,6327,LEGACY,DN,0.3717,2.198,4.536,1.676,0.3951,1.012,0.23573985680190931,0.0,0.0,0.0,1.5,0.07217,2.4499999999999997,0.0,0.0,1.0719999999999998,0.0,0.07901,0.058217049822593,0.9051,0.05234852838058714,1.5093069938008032,0.4280138705511948,2.786927614942762,0.5984727998789382,0,0,1.2739776895762027,0.0,1.9231106007947507,1,1.0,1.0,NB,HSELM,UNKNOWN,UNKNOWN,,UNKNOWN
138,ASDEX,6327,LEGACY,DN,0.3716,2.199,4.891,1.679,0.4,0.9997,0.23823704586063132,0.0,0.0,0.0,1.5,0.04007,2.452,0.0,0.0,1.391,0.0,0.08354,0.05016130073185,1.11,0.044624136200806234,1.8720810555093874,0.42246475670759437,2.8187626419180525,0.6615943883189529,0,0,1.185160673887416,0.0,2.068917788131845,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
139,ASDEX,6327,LEGACY,DN,0.36929999999999996,2.198,4.9239999999999995,1.673,0.4019,0.9947,0.24022713687985653,0.0,0.0,0.0,1.5,0.058109999999999995,2.453,0.0,0.0,1.9269999999999998,0.0,0.06374,0.03969083474026767,1.071,0.035449245190365665,1.7980636726596129,0.4180551841899295,2.8579233327463354,0.676588515409737,0,0,1.1786131135809994,0.0,2.0812597210521524,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
144,ASDEX,6336,LEGACY,DN,0.2969,2.198,5.6579999999999995,1.674,0.3986,1.004,0.23811230585424134,0.0,0.0,0.0,1.5,0.07325999999999999,2.456,0.0,0.0,1.627,0.0,0.04189,0.03867619081514599,0.7222,0.033326529680432225,1.2569565568837442,0.33887943562249495,3.5272833041420046,0.9512117513361046,0,0,1.0664587296293495,0.0,2.302948939105772,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
145,ASDEX,6336,LEGACY,DN,0.2948,2.198,5.668,1.674,0.4022,0.9945,0.24026284348864996,0.0,0.0,0.0,1.5,0.07771,2.456,0.0,0.0,1.803,0.0,0.04557,0.0357400997671492,0.8501,0.030770116291080746,1.480982378126704,0.33347073353154555,3.5826441996724587,0.9770940476181587,0,0,1.0556918927292327,0.0,2.326436356019192,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
146,ASDEX,6336,LEGACY,DN,0.2946,2.198,5.6579999999999995,1.671,0.4031,0.9926,0.2412327947336924,0.0,0.0,0.0,1.5,0.07361,2.456,0.0,0.0,1.948,0.0,0.04352,0.03374584500871204,0.8598,0.02909140366219642,1.495974567103931,0.33250046443971865,3.6007118434578045,0.9804053434871943,0,0,1.0567431494977475,0.0,2.324121998015597,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
151,ASDEX,6374,LEGACY,DN,0.19799999999999998,2.201,1.895,1.69,0.4254,0.941,0.25171597633136095,0.0,0.0,0.0,1.5,0.0,2.4019999999999997,0.0,0.0,0.9705999999999999,0.0,0.03325,0.02421654797230226,1.144,0.02397664280401393,1.3867662905014215,0.21146946284833984,5.600447708558366,0.5441127063718053,0,0,2.2784446095259754,0.0,1.0542279544376238,1,1.0,0.0,NB,H,UNKNOWN,UNKNOWN,,NONE
152,ASDEX,6374,LEGACY,DN,0.1969,2.2,2.067,1.69,0.4275,0.9363,0.2529585798816568,0.0,0.0,0.0,1.5,0.0,2.4219999999999997,0.0,0.0,1.657,0.0,0.0225,0.01724137207716186,0.8701,0.016974974299170806,1.3254806518970152,0.20935672514619882,5.656496541436647,0.6027217603788115,0,0,2.136982468381978,0.0,1.1333738277384295,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
153,ASDEX,6374,LEGACY,DN,0.1964,2.201,2.0709999999999997,1.676,0.4269,0.9376,0.25471360381861574,0.0,0.0,0.0,1.5,0.0126,2.4219999999999997,0.0,0.0,1.665,0.0,0.02225,0.016965631660641703,0.8744,0.01670804981706676,1.331693419855159,0.20902358209587432,5.712739982390913,0.6037272764304908,0,0,2.153770463774574,0.0,1.1245395183641538,1,1.0,1.0,NB,HGELM,UNKNOWN,UNKNOWN,,UNKNOWN
